NVCBP8A,NVCBP8G,NVCBP12,NVCBP13,NVCBP14A,NVCBP14B,NVCBP14D,NVCBP14I,NVCBP15D,NVCBP15F,NPCFP14F,MPIO,NPCEP5,NPCEP4,NVCBP12,NVCBP13,Fecha_anio
1,2,1,4,1,2,2,2,1,2,1,Bogotá,2,69,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,18,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,11,1,4,2021
2,2,1,2,1,2,1,2,2,2,1,Bogotá,2,31,1,2,2021
1,1,1,4,1,1,2,2,1,1,1,Bogotá,1,40,1,4,2021
1,2,1,4,2,2,2,2,2,1,1,Bogotá,1,5,1,4,2021
1,2,1,4,2,2,2,2,2,1,1,Bogotá,1,29,1,4,2021
1,2,1,4,1,2,2,2,1,2,1,Bogotá,1,65,1,4,2021
1,2,1,6,1,2,2,2,2,1,1,Bogotá,1,60,1,6,2021
1,2,1,5,2,2,2,2,1,1,1,Bogotá,2,77,1,5,2021
2,2,1,4,2,2,1,2,2,2,1,Bogotá,2,65,1,4,2021
2,2,1,4,2,2,1,2,2,2,1,Bogotá,2,45,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,16,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,30,1,4,2021
2,2,1,4,1,2,1,2,1,2,1,Bogotá,2,9,1,4,2021
2,2,1,4,1,1,2,2,1,2,1,Bogotá,1,47,1,4,2021
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,86,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,76,1,4,2021
1,2,1,5,2,2,2,2,2,2,1,Bogotá,2,54,1,5,2021
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,54,1,2,2021
2,2,1,6,2,2,2,2,2,2,1,Bogotá,2,55,1,6,2021
2,2,1,6,2,2,2,2,2,2,1,Bogotá,1,27,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,90,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Bogotá,2,66,1,6,2021
1,2,1,6,2,2,2,2,2,2,1,Bogotá,1,6,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,27,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,95,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,49,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,91,1,4,2021
1,2,1,4,2,2,2,2,2,1,1,Bogotá,1,25,1,4,2021
1,2,1,4,2,2,2,2,2,1,1,Bogotá,1,17,1,4,2021
1,2,1,4,2,2,2,1,2,2,1,Bogotá,1,22,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,23,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,15,1,4,2021
1,2,1,4,1,1,2,2,1,1,1,Bogotá,2,65,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,1,65,1,4,2021
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,57,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,82,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,69,1,4,2021
2,2,1,1,2,2,2,1,2,1,1,Bogotá,1,96,1,1,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,11,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,58,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,86,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,3,1,4,2021
2,2,1,1,2,2,2,1,2,2,1,Bogotá,2,73,1,1,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,42,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,56,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,68,1,4,2021
1,2,1,4,1,1,2,2,2,2,1,Bogotá,2,51,1,4,2021
2,1,1,4,2,2,2,2,2,2,1,Bogotá,1,21,1,4,2021
2,2,1,5,2,2,2,2,2,2,1,Bogotá,1,41,1,5,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,54,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,12,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,69,1,4,2021
1,2,1,4,2,2,2,2,1,2,1,Bogotá,1,69,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,78,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,59,1,4,2021
1,1,1,4,2,2,2,2,2,2,1,Bogotá,2,55,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,77,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,42,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,76,1,4,2021
1,2,1,4,2,1,1,2,2,2,1,Bogotá,1,76,1,4,2021
1,2,1,6,2,2,2,2,1,1,1,Bogotá,2,6,1,6,2021
1,2,1,4,1,2,2,2,1,2,1,Bogotá,2,27,1,4,2021
1,2,1,4,1,1,1,2,1,2,1,Bogotá,2,73,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,59,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,28,1,4,2021
2,2,1,4,2,1,2,2,2,2,1,Bogotá,2,4,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,68,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,81,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,57,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,85,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,71,1,4,2021
2,2,1,5,2,2,2,2,2,2,1,Bogotá,2,89,1,5,2021
2,2,1,4,2,1,2,2,2,1,1,Bogotá,2,9,1,4,2021
1,2,1,4,2,2,2,2,1,1,1,Bogotá,1,18,1,4,2021
1,2,1,4,2,1,2,1,1,1,1,Bogotá,2,63,1,4,2021
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,95,1,4,2021
2,2,1,4,2,1,2,1,1,1,1,Bogotá,2,34,1,4,2021
2,2,1,4,2,1,2,1,1,1,1,Bogotá,1,9,1,4,2021
1,2,1,4,2,2,1,2,1,1,1,Bogotá,1,20,1,4,2021
1,2,1,2,1,2,2,2,2,2,1,Bogotá,2,66,1,2,2021
1,2,1,2,1,2,2,2,2,2,1,Bogotá,2,86,1,2,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,38,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,55,1,4,2021
2,2,1,4,1,2,2,1,2,2,1,Bogotá,1,33,1,4,2021
1,2,1,4,1,2,2,2,2,2,1,Bogotá,1,82,1,4,2021
1,2,1,4,1,2,2,2,2,2,1,Bogotá,2,82,1,4,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,46,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,86,1,4,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,17,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,13,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,38,1,4,2021
2,2,1,2,2,1,2,2,1,2,1,Bogotá,1,43,1,2,2021
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,54,1,2,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,28,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,60,1,4,2021
2,2,1,4,1,1,2,1,2,2,1,Bogotá,2,58,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,30,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,9,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,66,1,4,2021
1,2,1,4,1,2,2,2,2,2,1,Bogotá,1,61,1,4,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,70,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,8,1,4,2021
2,1,1,4,2,2,2,2,2,2,1,Bogotá,2,49,1,4,2021
2,1,1,4,2,2,2,2,2,2,1,Bogotá,2,41,1,4,2021
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,33,1,2,2021
1,2,1,4,2,2,2,2,1,2,1,Bogotá,1,48,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,1,1,4,2021
2,2,1,4,1,1,2,2,1,2,1,Bogotá,2,78,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,65,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,51,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,77,1,4,2021
2,2,1,4,2,2,1,2,1,2,1,Bogotá,1,81,1,4,2021
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,55,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,76,1,4,2021
2,2,1,4,2,1,2,2,1,1,1,Bogotá,1,80,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,46,1,4,2021
2,2,1,1,2,2,2,2,2,2,1,Bogotá,1,25,1,1,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,7,1,4,2021
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,80,1,2,2021
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,57,1,2,2021
1,2,1,4,2,2,1,2,2,1,1,Bogotá,1,14,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,54,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,52,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,28,1,4,2021
1,2,1,4,1,1,2,2,1,2,1,Bogotá,1,52,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,66,1,4,2021
1,2,2,5,1,2,2,2,2,2,1,Bogotá,2,85,2,5,2021
1,2,1,4,2,1,2,2,2,1,1,Bogotá,2,29,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,68,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,61,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,22,1,4,2021
2,2,1,4,1,2,2,1,2,2,1,Bogotá,2,22,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,88,1,4,2021
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,25,1,4,2021
2,2,1,4,2,2,1,2,1,2,1,Bogotá,1,6,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,27,1,4,2021
2,1,1,4,2,2,2,2,2,2,1,Bogotá,1,37,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,5,1,4,2021
1,2,1,6,2,2,1,2,2,2,1,Bogotá,2,39,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,51,1,4,2021
2,2,1,4,2,2,2,1,1,1,1,Bogotá,2,11,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,18,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,3,1,4,2021
1,2,3,4,1,2,2,2,2,2,1,Bogotá,2,5,3,4,2021
1,2,4,6,2,2,2,2,2,2,1,Bogotá,1,19,4,6,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,23,1,4,2021
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,75,1,2,2021
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,89,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,65,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,1,11,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,1,18,1,4,2021
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,57,1,2,2021
2,2,1,2,2,2,2,1,2,2,1,Bogotá,1,61,1,2,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,40,1,4,2021
2,2,1,4,2,2,1,2,2,2,1,Bogotá,1,44,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,43,1,4,2021
2,2,1,4,1,1,2,2,1,1,1,Bogotá,1,18,1,4,2021
2,2,1,4,1,1,2,2,1,1,1,Bogotá,2,42,1,4,2021
2,2,1,5,2,2,2,2,2,2,1,Bogotá,1,65,1,5,2021
2,2,1,4,2,2,2,1,1,2,1,Bogotá,2,72,1,4,2021
2,2,1,4,2,1,2,2,2,2,1,Bogotá,2,4,1,4,2021
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,71,1,4,2021
1,1,1,6,2,1,2,2,2,2,1,Bogotá,1,4,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,60,1,4,2021
2,2,1,4,1,1,1,1,1,1,1,Bogotá,2,62,1,4,2021
2,2,1,4,1,1,1,1,1,1,1,Bogotá,1,62,1,4,2021
2,2,1,5,2,2,2,2,1,2,1,Bogotá,2,72,1,5,2021
2,2,1,4,1,1,2,2,1,1,1,Bogotá,2,72,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,27,1,4,2021
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,30,1,4,2021
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,81,1,4,2021
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,50,1,4,2021
1,2,1,4,2,2,2,2,2,1,1,Bogotá,1,67,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,87,1,4,2021
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,28,1,4,2021
2,2,1,2,2,2,2,1,2,2,1,Bogotá,2,29,1,2,2021
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,48,1,2,2021
1,2,1,4,2,1,2,2,1,1,1,Bogotá,2,11,1,4,2021
1,2,1,4,1,1,2,1,1,1,1,Bogotá,1,84,1,4,2021
1,2,1,4,2,2,2,2,1,1,1,Bogotá,1,69,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,48,1,4,2021
1,2,1,4,1,2,2,2,2,2,1,Bogotá,2,10,1,4,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,52,1,4,2021
2,2,1,1,2,2,2,2,1,2,1,Bogotá,1,55,1,1,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,29,1,4,2021
1,2,1,4,2,2,2,2,1,1,1,Bogotá,1,57,1,4,2021
1,2,1,6,2,1,2,2,2,1,1,Bogotá,2,43,1,6,2021
1,2,1,6,2,1,2,2,2,1,1,Bogotá,1,9,1,6,2021
1,2,1,6,2,1,2,1,1,2,1,Bogotá,1,65,1,6,2021
2,2,1,5,2,2,2,2,2,2,1,Bogotá,1,72,1,5,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,63,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,65,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,68,1,4,2021
1,2,1,4,1,2,2,1,2,2,1,Bogotá,2,84,1,4,2021
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,31,1,2,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,57,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,72,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,62,1,4,2021
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,38,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,51,1,4,2021
1,2,1,4,2,2,2,1,2,2,1,Bogotá,2,62,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,12,1,4,2021
1,2,1,4,1,2,2,1,2,2,1,Bogotá,2,31,1,4,2021
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,68,1,6,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,43,1,4,2021
2,2,1,4,2,2,2,1,2,1,1,Bogotá,1,79,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,86,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,47,1,4,2021
2,2,1,4,1,2,2,1,2,2,1,Bogotá,1,79,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,43,1,4,2021
1,2,1,6,2,1,2,2,2,2,1,Bogotá,1,85,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,27,1,4,2021
2,2,1,2,2,2,2,1,1,2,1,Bogotá,1,42,1,2,2021
1,1,1,4,2,2,2,1,2,2,1,Bogotá,2,42,1,4,2021
1,1,1,4,2,2,2,1,2,2,1,Bogotá,2,22,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,12,1,4,2021
1,1,1,4,2,1,2,1,1,2,1,Bogotá,1,23,1,4,2021
1,2,1,4,2,1,2,1,1,2,1,Bogotá,2,33,1,4,2021
1,2,1,6,2,1,2,1,1,2,1,Bogotá,1,75,1,6,2021
1,2,1,4,2,1,2,1,1,2,1,Bogotá,2,22,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,43,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,44,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,21,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,24,1,4,2021
2,2,2,5,2,2,2,2,2,2,1,Bogotá,1,59,2,5,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,26,1,4,2021
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,73,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,79,1,4,2021
1,2,1,4,2,1,1,2,1,2,1,Bogotá,1,70,1,4,2021
2,2,1,4,1,2,1,2,2,2,1,Bogotá,2,60,1,4,2021
2,2,1,4,2,2,2,1,2,1,1,Bogotá,1,77,1,4,2021
2,2,1,4,2,2,2,1,2,1,1,Bogotá,1,25,1,4,2021
2,2,1,4,1,1,2,1,2,2,1,Bogotá,2,85,1,4,2021
2,2,1,4,1,1,2,2,1,2,1,Bogotá,2,35,1,4,2021
1,2,1,4,2,2,2,1,1,2,1,Bogotá,2,18,1,4,2021
1,2,1,4,2,2,2,1,1,2,1,Bogotá,2,15,1,4,2021
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,71,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,57,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,59,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,38,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,84,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,17,1,4,2021
1,9,1,4,2,2,2,2,1,2,1,Bogotá,2,63,1,4,2021
1,9,1,4,2,2,2,2,1,2,1,Bogotá,1,83,1,4,2021
1,1,1,4,2,2,2,2,2,2,1,Bogotá,2,33,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,35,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,14,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,10,1,4,2021
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,37,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,41,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,22,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,3,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,2,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,49,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,23,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,6,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,4,1,4,2021
1,2,1,4,2,2,1,2,1,2,1,Bogotá,2,76,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,6,1,4,2021
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,40,1,4,2021
1,2,2,4,2,2,2,2,2,2,1,Bogotá,1,54,2,4,2021
1,2,2,4,2,2,2,2,2,2,1,Bogotá,2,84,2,4,2021
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,56,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Bogotá,1,17,1,6,2021
1,2,6,5,2,2,2,2,2,2,1,Bogotá,1,72,6,5,2021
1,1,1,4,2,2,2,1,1,2,1,Bogotá,1,60,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Bogotá,1,77,1,6,2021
1,1,1,4,2,2,2,2,2,2,1,Bogotá,1,51,1,4,2021
1,1,1,4,2,2,2,2,2,2,1,Bogotá,1,23,1,4,2021
1,2,6,5,2,2,2,2,2,2,1,Bogotá,1,75,6,5,2021
2,2,6,5,2,2,2,2,2,2,1,Bogotá,2,80,6,5,2021
2,2,1,4,1,2,1,2,1,1,1,Zipaquirá,1,44,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,5,1,4,2021
2,2,6,4,2,2,2,2,2,1,1,Chía,2,24,6,4,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,1,72,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,72,1,4,2021
1,2,1,4,1,2,2,1,2,2,1,La Calera,2,80,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Facatativa,1,19,1,4,2021
1,1,4,4,2,2,2,2,2,1,1,Bojacá,1,12,4,4,2021
2,2,1,4,2,2,2,2,2,2,1,Soacha,2,11,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Madrid,2,43,1,4,2021
2,2,1,4,1,2,2,2,2,2,1,Madrid,2,18,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Madrid,1,13,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Medellín,1,35,1,4,2021
1,2,1,6,2,2,2,2,1,1,1,Facatativa,2,66,1,6,2021
1,2,1,6,2,2,2,2,1,1,1,Facatativa,2,97,1,6,2021
1,2,1,6,2,2,2,2,2,2,1,Bojacá,1,9,1,6,2021
2,2,1,4,2,2,1,2,2,2,1,Madrid,2,54,1,4,2021
1,2,1,4,2,2,2,2,1,2,1,Medellín,1,76,1,4,2021
2,2,1,4,2,2,1,2,2,2,1,Madrid,2,16,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,2,79,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,2,10,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Medellín,1,75,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,75,1,4,2021
2,2,1,4,1,1,2,2,1,1,1,Soacha,2,31,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Facatativa,2,67,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Mosquera,1,0,1,4,2021
1,2,1,6,2,2,2,2,2,2,1,Facatativa,1,54,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,1,85,1,4,2021
1,2,1,6,2,2,2,2,1,2,1,Cota,2,37,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,105,1,4,2021
1,2,1,4,1,2,2,2,2,2,1,Cota,1,42,1,4,2021
1,2,4,6,2,2,2,2,1,2,1,Bojacá,1,66,4,6,2021
1,1,5,5,1,1,2,2,2,2,1,Funza,1,85,5,5,2021
2,2,5,5,1,2,2,2,1,2,1,Funza,2,29,5,5,2021
1,2,1,4,2,2,2,2,2,2,1,Chía,1,24,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Chía,2,63,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Zipaquirá,2,46,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Zipaquirá,2,43,1,4,2021
1,2,1,4,2,2,1,2,1,2,1,Funza,2,64,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Funza,1,72,1,4,2021
1,2,1,4,2,2,2,1,2,2,1,Zipaquirá,2,68,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Funza,2,29,1,4,2021
1,2,1,4,2,2,2,2,2,1,1,Zipaquirá,2,10,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,28,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Facatativa,2,70,1,4,2021
1,2,1,4,2,2,1,2,2,2,1,La Calera,1,25,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Madrid,2,35,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,18,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Fusagasugá,2,33,1,6,2021
2,2,1,4,2,2,2,2,2,2,1,Medellín,2,28,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,54,1,4,2021
1,2,1,4,2,2,2,1,2,2,1,Madrid,1,71,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,La Calera,1,37,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Madrid,2,39,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,80,1,4,2021
2,2,1,5,2,2,2,1,2,2,1,Madrid,1,11,1,5,2021
2,2,1,4,2,2,2,2,2,2,1,El Rosal,1,16,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,El Rosal,2,55,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Zipacón,2,65,1,6,2021
2,2,1,4,2,2,1,1,2,1,1,Madrid,1,37,1,4,2021
2,2,1,5,2,2,1,2,2,2,1,Madrid,1,62,1,5,2021
1,2,1,4,2,2,2,2,2,2,1,Subachoque,2,30,1,4,2021
2,2,1,4,2,2,2,2,1,2,1,Tabio,2,35,1,4,2021
1,2,1,4,2,2,2,2,2,2,1,Cota,2,61,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Chía,1,25,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Chía,1,16,1,4,2021
2,2,1,4,2,2,2,2,2,1,1,Chía,1,74,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Zipacón,2,26,1,6,2021
1,2,1,6,1,2,2,2,1,2,1,Funza,2,12,1,6,2021
1,2,1,5,2,2,2,2,2,2,1,Funza,1,54,1,5,2021
1,2,1,4,2,2,2,2,2,2,1,Zipaquirá,2,58,1,4,2021
2,2,1,4,2,2,2,1,2,2,1,Zipaquirá,1,13,1,4,2021
1,1,1,4,2,2,1,2,1,2,1,Chía,2,6,1,4,2021
2,2,4,6,2,2,2,2,2,2,1,Soacha,1,57,4,6,2021
1,1,8,7,2,1,2,2,1,1,1,Soacha,1,80,8,7,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,1,49,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,1,77,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,2,37,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,2,23,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Cota,1,14,1,4,2021
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,1,11,1,4,2021
2,2,1,6,2,2,2,2,2,2,1,Fusagasugá,2,76,1,6,2021
2,2,1,4,2,2,2,2,1,2,1,Facatativa,2,41,1,4,2021
